X,Y,Z,r,absv
-0.0928985,0,0.468666,0.00305,2.94192
-0.0907789,0,0.479396,0.00305,2.94192
-0.0819106,0,0.463886,0.00305,2.94192
-0.0801407,0,0.471482,0.00305,2.94192
-0.0918548,0,0.455075,0.00335,2.94192
-0.0844874,0,0.452566,0.0034,2.94192
-0.0913132,0,0.447602,0.00325,2.94192
-0.0840113,0,0.439606,0.0035,2.94192
-0.0745368,0,0.449428,0.0035,2.94192
-0.0762005,0,0.44135,0.00315,2.94192
-0.075884,0,0.459105,0.00315,2.94192
-0.0836393,0,0.479435,0.00325,2.94192
-0.0888124,0,0.487831,0.00305,2.94192
-0.0755714,0,0.433401,0.00345,2.94192
-0.0647847,0,0.440379,0.0033,2.94192
-0.0759711,0,0.489625,0.00345,2.94192
-0.0866994,0,0.49752,0.00305,2.94192
-0.0729502,0,0.481866,0.003,2.94192
-0.0720826,0,0.474351,0.00305,2.94192
-0.0525751,0,0.443219,0.00315,2.94192
-0.0632298,0,0.449021,0.00335,2.94192
-0.0667838,0,0.429186,0.00315,2.94192
-0.055685,0,0.436758,0.0032,2.94192
-0.0870796,0,0.432845,0.0032,2.94192
-0.0925722,0,0.437606,0.0034,2.94192
-0.0891512,0,0.462375,0.0033,2.94192
-0.0595959,0,0.429561,0.0033,2.94192
-0.0742875,0,0.425513,0.00305,2.94192
-0.0643664,0,0.422234,0.00335,2.94192
-0.0574544,0,0.420223,0.003,2.94192
-0.0646394,0,0.484537,0.00305,2.94192
-0.0703404,0,0.496997,0.00335,2.94192
-0.072985,0,0.417624,0.00315,2.94192
-0.0607513,0,0.413212,0.0033,1.64593
-0.0488714,0,0.417262,0.0033,2.94192
-0.0501007,0,0.427772,0.0031,2.94192
-0.0487224,0,0.40932,0.00335,1.95445
-0.0650552,0,0.465244,0.00305,2.94192
-0.061949,0,0.471968,0.00345,2.94192
-0.0748151,0,0.408713,0.00335,2.94192
-0.0838618,0,0.411903,0.00345,2.94192
-0.0824426,0,0.419314,0.003,2.94192
-0.0465038,0,0.434767,0.00305,2.94192
-0.0682196,0,0.45753,0.00335,2.94192
-0.0596975,0,0.45957,0.0033,2.94192
-0.0562676,0,0.466571,0.00325,2.94192
-0.0497882,0,0.478576,0.003,2.94192
-0.0589205,0,0.47925,0.0034,2.94192
-0.0473095,0,0.460954,0.0032,2.94192
-0.0565958,0,0.45252,0.003,2.94192
-0.0925652,0,0.426817,0.00335,2.94192
-0.0439738,0,0.444331,0.0032,2.94192
-0.0495869,0,0.450076,0.0033,2.94192
-0.054742,0,0.488425,0.0035,2.94192
-0.0638815,0,0.491705,0.00305,2.94192
-0.0380267,0,0.473318,0.003,2.94192
