X,Y,Z,Qw,Qx,Qy,Qz,clump_type,absv
-0.05350352824,0,0.4028435349,0.6685551405,0,0.7436626554,0,0000,0.0001404038921
-0.06802970171,0,0.4316155314,0.9575547576,0,-0.2882515192,0,0001,0.0001202483909
-0.06847023219,0,0.4380916953,0.9382303357,0,0.3460114598,0,0007,0.0001003844445
-0.07405602932,0,0.4011048675,0.9598106742,0,0.2806483507,0,0003,7.443410868e-05
-0.0609497726,0,0.4020130634,0.9964635372,0,-0.08402595669,0,0006,0.00015149315
-0.04733216763,0,0.404080689,0.9290431738,0,-0.3699713051,0,0006,0.0001279182034
-0.05139146,0,0.409019649,0.680637598,0,-0.7326203585,0,0002,0.0001261710422
-0.04958339036,0,0.3977593184,0.9736475348,0,-0.2280581295,0,0007,0.0001460963686
-0.06684085727,0,0.4256336093,0.9673742652,0,-0.2533518672,0,0001,8.783472003e-05
-0.06058574095,0,0.4273591042,0.8121275902,0,0.5834800005,0,0009,4.47487655e-05
-0.08242530376,0,0.3985703588,0.9826887846,0,-0.1852642,0,0007,8.185793558e-05
-0.08908100426,0,0.3972414136,0.9888002276,0,-0.1492456347,0,0009,4.645732406e-05
-0.0867183432,0,0.4032400846,0.9979192019,0,-0.06447719783,0,0000,8.991384675e-05
-0.04522191733,0,0.4103357792,0.3898400366,0,-0.9208825827,0,0001,0.000238732755
-0.06711986661,0,0.4190930128,0.9801555276,0,-0.1982301176,0,0007,0.0001752661628
-0.0606476143,0,0.420617342,0.9629898071,0,-0.2695378363,0,0006,0.0001284133032
-0.05407701433,0,0.4258210659,0.9243285656,0,0.3815977573,0,0005,0.0003376008535
-0.04958690703,0,0.4301486015,0.9533188343,0,-0.3019657135,0,0000,0.0003455000988
-0.05567865819,0,0.4322738051,0.9402651787,0,0.3404428959,0,0008,0.0001853719732
-0.04855176061,0,0.4215339422,0.8918148279,0,-0.4524008036,0,0004,0.000156555805
-0.05443235487,0,0.4195923805,0.9932605028,0,0.1159036309,0,0000,0.0002566559706
-0.0930583626,0,0.4027383924,0.7637210488,0,0.6455463767,0,0007,2.14920201e-05
-0.04305993021,0,0.416480124,0.9587797523,0,-0.2841504514,0,0004,0.0003381319402
-0.04940372705,0,0.4151012301,0.7701727152,0,0.637835443,0,0006,0.0002055043296
-0.04948898405,0,0.436679244,0.9187139869,0,0.394923538,0,0010,0.0003345763253
-0.06196859851,0,0.433699131,0.9651824832,0,0.2615774572,0,0001,5.390677688e-05
-0.03912635893,0,0.4283240438,0.9922162294,0,-0.1245270893,0,0000,0.0001346369827
-0.03722013533,0,0.4342195988,0.8904179931,0,0.4551436901,0,0004,0.0002793266613
-0.06386011839,0,0.3963301182,0.50842309,0,0.8611074686,0,0002,5.717343083e-05
-0.05637220293,0,0.3970165849,0.9696949124,0,0.2443192154,0,0010,0.0001657704124
-0.04482706636,0,0.4264727235,0.9493929148,0,0.3140910864,0,0000,0.0002914762008
-0.09700545669,0,0.3977763653,0.9983488917,0,-0.0574416779,0,0000,5.080212941e-05
-0.09017348289,0,0.3907998204,0.8070701957,0,-0.5904554725,0,0002,7.106349221e-05
-0.09662008286,0,0.3913967013,0.9726736546,0,-0.2321766466,0,0008,5.016149953e-05
-0.08418931067,0,0.3923777938,0.8360742331,0,-0.5486164093,0,0002,1.942769086e-05
-0.04029931128,0,0.4222440124,0.7423839569,0,-0.6699746847,0,0004,0.0002812039456
-0.03533405811,0,0.4179776311,0.8848403692,0,0.4658943415,0,0007,0.0003187679395
-0.07282136381,0,0.4232483506,0.9243260026,0,0.3816038966,0,0008,0.0001143321715
-0.09665437788,0,0.3846515417,0.6655550599,0,0.7463487387,0,0007,5.502968997e-05
-0.08604463935,0,0.3862090111,0.8802115321,0,-0.4745815992,0,0002,2.019715248e-05
-0.07661220431,0,0.394972682,0.8712566495,0,0.4908278286,0,0010,0.0001008835607
-0.08372958004,0,0.4085123539,0.6433368325,0,0.7655833364,0,0001,0.0001028944171
-0.02880781889,0,0.4189379215,0.9981089234,0,-0.06147093698,0,0005,0.000196169276
-0.03830019385,0,0.4119930863,0.9999930263,0,0.003746995237,0,0007,0.0002690010006
-0.03423718363,0,0.4244631529,0.8280487657,0,0.5606561899,0,0005,0.0002290154516
-0.09067332745,0,0.3818757534,0.9870786667,0,-0.1602366716,0,0005,7.727460616e-05
-0.03645674884,0,0.4005559087,0.9309901595,0,-0.3650444448,0,0002,0.0002409692679
-0.03890754282,0,0.3936561942,0.6683757305,0,0.7438239455,0,0003,0.0002747632971
-0.03263569623,0,0.3953616619,0.9947599769,0,0.1022378728,0,0007,0.0001812033006
-0.04286197573,0,0.3989679217,0.9097235799,0,-0.4152143896,0,0010,0.000182431002
-0.05976421013,0,0.3913226128,0.9952155352,0,0.09770416468,0,0003,0.0001652248611
-0.07905860245,0,0.3887389302,0.9954164624,0,-0.09563525021,0,0004,4.451285713e-05
-0.08096261322,0,0.3827905655,0.6562817693,0,0.7545159459,0,0001,2.884910828e-05
-0.08512069285,0,0.3784043193,0.9467976093,0,-0.3218297362,0,0000,5.497927486e-05
-0.03393033147,0,0.4068608284,0.9979398847,0,-0.06415656209,0,0008,0.0002394382755
-0.02713205665,0,0.4076542854,0.893345952,0,-0.449369669,0,0009,0.0001576662034
-0.0312333405,0,0.4128801227,0.570109129,0,0.8215690255,0,0004,0.0001864391961
-0.05542910099,0,0.4395261407,0.999994874,0,-0.003199277213,0,0002,0.0002275683219
-0.04176755995,0,0.4454481006,0.9689602256,0,0.2472168058,0,0005,0.0004738491552
-0.04142770171,0,0.4390305877,0.9988710284,0,-0.04750485346,0,0004,0.0002702054044
-0.02951156348,0,0.3897212744,0.8675877452,0,0.4972842038,0,0002,0.0002273950813
-0.02631248534,0,0.3964775205,0.9914115667,0,-0.1307793558,0,0000,0.0003491411626
-0.07011151314,0,0.3957571983,0.9996408224,0,0.026801534,0,0001,4.699105193e-05
-0.0727936253,0,0.3896688819,0.6365175247,0,-0.7712623477,0,0001,9.416368266e-05
-0.0750001967,0,0.3839987516,-0.3601551056,0,-0.9328925014,0,0001,7.327199273e-05
-0.07911429554,0,0.3768404126,0.8061547279,0,-0.591704905,0,0004,0.000233917759
-0.06881035119,0,0.384406507,0.9988139868,0,-0.04869000986,0,0002,0.0001232021459
-0.02424173802,0,0.4139721394,0.9438146353,0,0.3304753602,0,0010,0.0002520632406
-0.07380149513,0,0.441721797,0.2839083374,0,-0.9588514566,0,0002,0.000219356647
-0.07955636084,0,0.4389486313,0.6666684151,0,-0.7453545332,0,0004,5.367195627e-05
-0.08149892092,0,0.4451336861,0.6824914217,0,0.7308936715,0,0006,0.0001113367543
-0.03498139977,0,0.4404233694,0.9435011744,0,-0.3313691616,0,0008,0.000339125254
-0.04026225209,0,0.4518488646,0.9952162504,0,-0.0976966396,0,0007,0.0003841855505
-0.05386568606,0,0.4454268217,0.9010716677,0,-0.4336702824,0,0000,0.0002964639571
-0.03543124348,0,0.4471069574,0.9389167428,0,0.3441442847,0,0006,0.000306474627
-0.0407082215,0,0.4056031108,0.9951130748,0,-0.09874181449,0,0010,0.0002598081774
-0.0299628824,0,0.4015371799,0.7796617746,0,0.6262008548,0,0005,0.0002736350289
-0.01105346531,0,0.4136109352,0.9984784722,0,-0.0551433228,0,0002,0.0002542645962
-0.007116287947,0,0.4184511304,0.954107523,0,0.2994643748,0,0003,0.0002898200473
-0.02070804685,0,0.4198952913,0.9947393537,0,0.1024385169,0,0008,0.0002867422008
-0.05551123619,0,0.3860257268,0.8687728643,0,0.4952109158,0,0008,0.0001647395839
-0.05222517997,0,0.391767025,0.8351896405,0,-0.5499620438,0,0004,0.0001878073817
-0.06651763618,0,0.3905248642,0.003042323049,0,0.9999954104,0,0006,0.0001332211832
-0.09655492008,0,0.3778540492,0.6985132694,0,-0.7155971527,0,0009,4.322282985e-05
-0.08412121236,0,0.371491909,0.6239314079,0,0.7814790606,0,0007,0.0002596474369
-0.04925569892,0,0.449862361,0.9797849655,0,0.200053677,0,0008,0.0002638047154
-0.04579992592,0,0.4557733536,0.7014986277,0,-0.7126708031,0,0009,0.000190641993
-0.03389353305,0,0.4538939595,0.8630465865,0,0.5051244497,0,0007,0.0004579794768
-0.01347781718,0,0.3968123198,0.7299887538,0,0.6834591627,0,0003,0.0001468218543
-0.01997441053,0,0.3968291879,0.9898328781,0,0.1422352642,0,0007,0.0001264771563
-0.06197762862,0,0.4402383566,0.9963082671,0,-0.08584783971,0,0010,0.0001764983463
-0.01695924997,0,0.4027417898,0.8919002414,0,-0.452232182,0,0006,0.0001006452221
-0.05986686796,0,0.446480155,0.8922932148,0,-0.4514564276,0,0002,0.000153602683
-0.0668463707,0,0.4450443983,0.9826217294,0,0.1856197566,0,0007,0.0001025255042
-0.06334555149,0,0.451957345,0.9998690486,0,-0.01618342102,0,0008,0.0001153651392
-0.01020468026,0,0.391094923,0.9926713705,0,0.120845452,0,0001,0.0002096978424
-0.01654340327,0,0.3911429048,0.9026340246,0,-0.4304090738,0,0006,7.563825784e-05
-0.02318463475,0,0.3909637928,0.9559448361,0,-0.2935465872,0,0007,0.0001590128522
-0.01057890803,0,0.402344346,0.9985534549,0,0.05376902968,0,0002,0.0002217375295
-0.007035858929,0,0.3965780735,0.9995577335,0,-0.02973889746,0,0006,0.0002694088325
-0.09170649946,0,0.4379712939,0.9704726338,0,0.2412114441,0,0003,9.86536761e-05
-0.07551095635,0,0.4480925798,0.8968114853,0,0.4424130023,0,0008,0.0001393995481
-0.03560048342,0,0.3883275986,0.9395990968,0,0.3422769904,0,0003,0.000172660104
-0.09695396572,0,0.4412639141,0.9077140689,0,0.4195894003,0,0001,4.591164907e-05
-0.0907702595,0,0.4452388287,0.9720442295,0,0.2347981334,0,0002,0.0001059766291
-0.02163908631,0,0.4264756441,0.9595969319,0,0.2813785076,0,0005,0.0002838226501
-0.02790632099,0,0.4252712727,0.8667559028,0,0.498732686,0,0003,0.0002357417106
-0.07479278743,0,0.3722831011,0.8248463273,0,-0.565357089,0,0002,0.0002412841714
-0.09046904743,0,0.3755897284,0.9344834089,0,0.3560067713,0,0001,8.45700124e-05
-0.07159860432,0,0.3784258962,0.7913794518,0,0.6113253832,0,0010,6.103584019e-05
-0.09052100033,0,0.369053483,0.9209381342,0,0.3897088766,0,0010,8.591247752e-05
-0.04537554085,0,0.392116487,0.8008926511,0,0.5988079309,0,0010,0.0002093664662
-0.0696702376,0,0.4507780075,0.9066061974,0,-0.4219778776,0,0001,0.0001378178422
-0.002151019871,0,0.392580986,0.9103386402,0,-0.4138641655,0,0000,0.0002857437066
0.001965530217,0,0.4008210897,0.9999742508,0,-0.007180187851,0,0009,0.000287961564
-0.004387483001,0,0.4023852944,0.5044113398,0,-0.8634635806,0,0002,0.0002387581626
-0.01796136051,0,0.4428794384,0.8247574568,0,0.5654867887,0,0003,0.0004935774487
-0.02934896201,0,0.4489308,0.9625464082,0,-0.2711172402,0,0001,0.0003742000554
-0.02350193262,0,0.4459686279,0.9539361596,0,-0.3000098467,0,0004,0.000477139256
-0.01284018159,0,0.3854990005,0.8781362176,0,0.4784107506,0,0003,0.0001640917908
-0.01907762885,0,0.3852773309,0.3489364684,0,-0.9371463656,0,0002,0.0001695071114
-0.02548251301,0,0.384689033,0.7766942382,0,0.6298778653,0,0007,0.0001074055617
-0.02336488664,0,0.4023061395,0.8285387158,0,0.5599318743,0,0002,0.0002972017101
-0.02042336762,0,0.4083508253,0.5325257778,0,-0.8464138508,0,0006,0.0001911810541
-0.01373644918,0,0.40814358,0.8145719171,0,0.5800625682,0,0000,0.0001892546716
-0.04881162196,0,0.3864252567,0.9764939547,0,0.2155448347,0,0003,0.0001953679457
-0.0623171255,0,0.3852607608,0.3134275973,0,-0.9496122003,0,0009,0.0001291427761
-0.05159054697,0,0.3807185292,0.3718283474,0,-0.9283015132,0,0004,0.0001823749189
-0.06760171056,0,0.3729487062,0.8825784326,0,-0.4701652527,0,0006,9.648268315e-05
-0.09679606557,0,0.3712546825,0.8783645034,0,0.4779915512,0,0003,2.682169361e-05
-0.0708963424,0,0.3675484061,0.9997372627,0,-0.02292348258,0,0001,0.0001300074655
-0.09117724746,0,0.3621478677,0.9975653291,0,-0.0697389096,0,0009,1.645229531e-05
-0.005324982107,0,0.3873734474,0.8869641423,0,-0.4618382752,0,0002,8.35774772e-05
-0.03875002265,0,0.3824353814,0.6132315397,0,0.7899032235,0,0008,4.543174509e-05
-0.01582534611,0,0.3801355958,0.7179949284,0,-0.6960483193,0,0000,0.0001682951843
-0.03196749836,0,0.3829110861,0.6163305044,0,0.7874876261,0,0008,7.762690075e-05
-0.02513541281,0,0.4320623875,0.9433497787,0,-0.3318001032,0,0007,0.0003864935134
-0.04372896254,0,0.4328151345,0.9618307352,0,-0.2736453712,0,0009,0.0001308723731
-0.09656111896,0,0.4482721686,0.9183658957,0,-0.3957323432,0,0009,4.360411185e-05
-0.08621545136,0,0.4500059485,0.7354429364,0,-0.6775867343,0,0010,0.0001203955908
-0.09700018167,0,0.3651093245,0.9771096706,0,0.2127360702,0,0000,8.3321087e-05
-0.02893678099,0,0.4427958131,0.7252246141,0,0.6885123849,0,0002,0.0004455393064
-0.04517494887,0,0.3813553452,0.9981929064,0,0.06009221449,0,0002,0.0001786772918
-0.03481860459,0,0.376824677,0.3264447153,0,-0.9452163577,0,0007,0.0001651883213
-0.04773800075,0,0.3755480051,0.8276369572,0,-0.5612639189,0,0005,0.000229940284
-0.05825494602,0,0.3799473047,0.9532380104,0,-0.3022207022,0,0005,0.0001442392968
-0.06477543712,0,0.3789459467,0.7699841857,0,-0.6380630732,0,0007,0.0001190781768
-0.002850577235,0,0.4136286378,0.9971200228,0,-0.0758401975,0,0006,0.0002107247128
0.001686319709,0,0.4183431268,0.7555401325,0,-0.6551024318,0,0005,0.0002871250617
-0.007286056876,0,0.4082557559,0.9732368588,0,-0.2298046201,0,0009,0.0001520877413
-0.05253436416,0,0.4572177529,0.7882607579,0,-0.6153414249,0,0009,0.0001972234895
-0.03927077353,0,0.4582012296,0.9689410329,0,-0.2472919524,0,0002,0.0003263155522
-0.02735897154,0,0.4553242922,0.9990436435,0,0.04372460395,0,0007,0.0005202080938
0.01450137794,0,0.3994144797,0.996606648,0,0.08231154084,0,0003,0.0003567075473
0.004014998674,0,0.3942921758,0.961918354,0,-0.273337096,0,0008,0.0002422553953
0.01667611301,0,0.3934662938,0.8376716375,0,-0.5461742878,0,0004,0.0003230789735
0.01043358445,0,0.3936867118,0.7050759196,0,0.7091319561,0,0001,0.0001845702209
0.008238479495,0,0.3993230462,0.9362667799,0,-0.3512898088,0,0000,0.0002683676139
-0.01418125629,0,0.4374229312,0.9994297028,0,-0.03376881033,0,0010,0.0004022371431
-0.009935162961,0,0.4426685572,0.995153904,0,0.09832947701,0,0005,0.0004567233846
0.005158051848,0,0.4239539504,0.7969608903,0,-0.6040309072,0,0007,0.0003291730245
0.01273238659,0,0.4232475758,0.8131133318,0,0.5821055174,0,0008,0.000339236256
0.003849118948,0,0.4123314023,0.9292430282,0,0.3694692254,0,0003,0.0002714990987
-0.03171187639,0,0.4306002855,0.9833521843,0,0.1817101538,0,0008,0.0002194182453
-0.00409309566,0,0.4494929314,0.7982955575,0,-0.6022658944,0,0005,0.0006522045587
-0.003242880106,0,0.442363441,0.6454476118,0,0.7638046145,0,0009,0.0002805745462
-0.01683393121,0,0.4489072561,0.8637746572,0,-0.5038784146,0,0000,0.0004600202083
0.02939943969,0,0.3891817331,0.9350981116,0,0.3543891311,0,0009,0.0001098397624
0.02653038502,0,0.395873785,0.846868813,0,0.531801939,0,0003,0.0004903922672
0.0225546509,0,0.3902868032,0.9993093014,0,-0.03716206551,0,0010,0.0001382798509
0.02073615789,0,0.3983235955,0.9459850788,0,-0.3242104053,0,0003,0.0003690915764
-0.03059948981,0,0.3712365031,0.9962795973,0,0.08617953211,0,0006,0.0001760242594
-0.01108427346,0,0.3758676648,0.997361958,0,-0.07258921117,0,0008,0.000121479934
-0.05036900938,0,0.3693365455,0.9700903296,0,-0.2427443713,0,0010,0.0002517917019
-0.0370797962,0,0.3707082272,0.7102231979,0,0.7039766312,0,0004,0.0002666777582
0.006145402789,0,0.406177938,0.880535841,0,0.4739796519,0,0007,0.0002996993717
-0.0004236623645,0,0.4074500799,0.730707109,0,0.6826910973,0,0007,0.00022760914
0.010277614,0,0.4114579558,0.4078474045,0,-0.9130501151,0,0007,0.0003023788449
0.01457166672,0,0.4308715463,0.7423690557,0,0.6699911952,0,0000,0.0005053306813
0.0195261538,0,0.4272403121,0.7948189974,0,0.6068466306,0,0003,0.0004510967119
0.01891306043,0,0.4209356308,0.9482679367,0,-0.3174711466,0,0004,0.0003929393133
0.01470817626,0,0.4161974788,0.881895721,0,0.4714446068,0,0003,0.0003381785937
-0.00190000236,0,0.4240441322,0.9839933515,0,-0.1782056689,0,0010,0.0003713688056
-0.05424830317,0,0.3748447299,0.9667198658,0,0.2558375597,0,0005,0.0002090961207
0.02598078549,0,0.4256622195,0.9608448744,0,-0.277087003,0,0010,0.0004970157752
0.03091983497,0,0.4209917784,0.965665102,0,-0.2597904503,0,0006,0.0004864433431
0.02756641805,0,0.4322670102,0.8983120918,0,0.439357996,0,0006,0.0005339780473
-0.02264662832,0,0.4383218884,0.8608846068,0,0.5088002086,0,0008,0.0004736016563
-0.02956610918,0,0.4366801977,0.9995753169,0,0.02914179116,0,0001,0.0004327995703
0.01351264119,0,0.3881661296,0.9927960634,0,0.119816184,0,0000,0.0002436197829
0.03257250786,0,0.3947757483,0.9997813106,0,-0.02091640048,0,0000,0.0002087624016
0.008364796638,0,0.4179723859,0.7818992138,0,-0.6234049201,0,0009,0.0002975129464
0.03974549472,0,0.3844133615,0.7982988954,0,-0.6022615433,0,0006,0.0002370359434
0.04282817245,0,0.3903980255,0.6477850676,0,0.7618232369,0,0009,0.00034359243
0.03866292536,0,0.3954984546,0.994145155,0,0.1080532819,0,0003,0.0002653025149
0.03066857159,0,0.4005544782,0.8944124579,0,0.4472430944,0,0002,0.0004492931184
0.04754313827,0,0.3952097893,0.6221277714,0,-0.7829158306,0,0006,0.0001537000207
0.04845151305,0,0.3870567083,0.5646455884,0,-0.8253335953,0,0002,0.000468452723
0.0359377265,0,0.3895555735,0.5169296265,0,0.8560279608,0,0002,0.00023129693
-0.03325620294,0,0.4606120586,0.9998006225,0,-0.01996864378,0,0008,0.0004429303517
-0.04422216862,0,0.4625415802,0.9277303219,0,0.3732513487,0,0010,0.0002776561305
0.05584482849,0,0.387445271,0.8641840816,0,0.5031759739,0,0009,0.0003463317989
0.060596928,0,0.3918012977,0.6659516692,0,-0.7459949851,0,0000,0.0002497913665
0.05207763612,0,0.381855011,0.9821085334,0,0.1883161515,0,0005,0.0004070101131
0.05406402051,0,0.3939853907,0.9538660049,0,0.3002328873,0,0007,0.0002312633878
-0.02125960588,0,0.4584315419,0.9658132195,0,0.259239018,0,0010,0.0005245592911
-0.02691765875,0,0.461700201,0.9943158627,0,-0.106470868,0,0001,0.0005469720345
0.03236941993,0,0.4278213382,0.9967656732,0,-0.08036326617,0,0005,0.0005190612865
0.03599311411,0,0.4333930612,0.8505767584,0,0.5258509517,0,0008,0.0005412418395
0.04061327875,0,0.428768456,0.6985852122,0,0.7155269384,0,0003,0.000459725532
-0.01359441876,0,0.419429183,0.9061017632,0,-0.4230599701,0,0005,0.0002845212875
0.02493697405,0,0.4030030966,0.9897652864,0,0.1427051574,0,0003,0.0004111635208
0.01878167689,0,0.4042987823,0.9618700147,0,0.273507297,0,0003,0.000397927186
0.06554754078,0,0.3973399401,0.9580481052,0,-0.2866075933,0,0001,0.0002158905263
0.0674804002,0,0.3914127946,0.8634472489,0,-0.5044392943,0,0004,0.0001004788646
0.06992568076,0,0.3856783509,0.7646455169,0,0.644451201,0,0001,0.000267886353
0.04248443246,0,0.4347831011,0.9939626455,0,0.1097197011,0,0003,0.0004981074599
0.05094617605,0,0.4250182509,0.9889674187,0,0.148133263,0,0002,0.000394688599
0.04945589602,0,0.4361109734,0.9698001742,0,-0.2439011037,0,0004,0.0004230565683
0.04472443461,0,0.4239368439,0.9524109364,0,-0.3048172891,0,0004,0.0004717000702
0.02539223433,0,0.4385942221,0.9877277017,0,0.1561860889,0,0008,0.000566284114
0.01258789003,0,0.4053995013,0.6764163375,0,0.7365195751,0,0003,0.0003714240738
-0.004262827337,0,0.3749663234,0.9112632871,0,-0.4118243456,0,0010,0.0002062486892
-0.02824998647,0,0.3774077296,0.9973925948,0,0.07216658443,0,0005,0.0002273453429
-0.007830888033,0,0.3816011548,0.9188904166,0,-0.3945128918,0,0004,0.0003778104729
-0.02198176831,0,0.3791087866,0.3934092522,0,0.9193634391,0,0005,9.642336954e-05
-0.001563705504,0,0.380977571,0.8202633858,0,-0.5719861388,0,0002,0.0001322586031
0.0007148236036,0,0.3866243958,0.9761726856,0,0.2169954032,0,0000,0.0001520514925
-0.05312394351,0,0.3629153967,0.9969723225,0,0.07775790244,0,0010,0.0002550057252
-0.04359541833,0,0.3702263236,0.7923257947,0,-0.6100983024,0,0007,0.0002440646203
-0.06077288091,0,0.3735265732,0.9939961433,0,0.1094152629,0,0008,0.0002105951426
-0.05977133289,0,0.3628114462,0.7389670014,0,0.6737416387,0,0003,0.0002393566538
0.01143170893,0,0.3822450638,0.9037642479,0,0.4280304909,0,0006,0.0002009806194
0.02507159114,0,0.3837556243,0.9983608723,0,0.05723269284,0,0010,0.0001423259382
-0.09209272265,0,0.4531881213,0.8958811164,0,0.4442940056,0,0004,6.67756758e-05
-0.08013099432,0,0.4527995586,0.6949632764,0,0.7190452814,0,0004,0.0001269902132
-0.07921687514,0,0.4592813253,0.8384428024,0,-0.5449897051,0,0007,0.000130643486
-0.07274857163,0,0.4613531232,0.8956506252,0,0.4447583854,0,0004,0.0001503505628
-0.08528064191,0,0.4566805363,0.8862541914,0,0.4631991982,0,0005,0.0001143654154
-0.09696051478,0,0.45708251,0.5815913677,0,0.8134810925,0,0001,2.616027814e-05
-0.01737678051,0,0.4141440392,0.9485606551,0,0.3165956736,0,0005,0.0002241325565
0.07388417423,0,0.3904991746,0.822198689,0,-0.5692005754,0,0004,0.0002971314534
0.09034967422,0,0.3861693144,0.9313714504,0,0.3640704751,0,0002,0.0002152866073
0.07597185671,0,0.383618474,0.9992930293,0,0.03759657592,0,0007,0.0002767108381
0.07979764044,0,0.3886786103,0.9729792476,0,-0.2308927029,0,0000,0.0002715931041
-0.01041580737,0,0.4588152766,0.9441542625,0,-0.3295038939,0,0010,0.0005872963229
-0.07887230814,0,0.3671712279,0.4086287618,0,0.9127007127,0,0009,0.0001156867293
0.05344760418,0,0.4194736481,0.9219635725,0,-0.3872768283,0,0000,0.000386129861
0.05767153203,0,0.4241992235,0.958671391,0,0.2845157981,0,0007,0.0004031648859
0.05909718573,0,0.4174689054,0.9922107458,0,-0.124571301,0,0000,0.0003212832671
0.09679029882,0,0.3770949841,0.982206881,0,0.1878025532,0,0004,0.0001586768776
0.08924072981,0,0.3795839548,0.9993233681,0,0.03678155318,0,0003,0.0002471061889
0.09650053084,0,0.3837804198,0.9986567497,0,0.05181539804,0,0010,0.0001160411994
0.08416590095,0,0.3838669062,0.9993113875,0,0.03710451722,0,0010,0.0002632510732
-0.0005405768752,0,0.436016202,0.8467254639,0,0.5320301652,0,0009,0.0003711834725
-0.01115570962,0,0.4311240911,0.9807108045,0,0.1954645067,0,0010,0.0004306859628
0.001912400126,0,0.446914196,0.9495345354,0,-0.3136627674,0,0006,0.0005776897888
0.05603460968,0,0.3751370907,0.9703425169,0,-0.2417343259,0,0004,0.0002718543692
0.04555894434,0,0.3813098073,0.971085012,0,-0.2387341112,0,0006,0.0003920205345
0.05873091519,0,0.3812023997,0.9925028086,0,-0.1222221106,0,0009,0.0002889999596
-0.004588074982,0,0.430124104,0.993940413,0,-0.1099203005,0,0003,0.0003597308823
-0.01520229876,0,0.4257268906,0.8225920796,0,0.5686320066,0,0005,0.0003628041595
-0.01787337661,0,0.4317718148,0.9985893369,0,0.05309855193,0,0005,0.0002824964758
-0.02420476079,0,0.3723963499,0.9938946962,0,-0.1103333756,0,0004,0.0001159882449
-0.01768995821,0,0.3739136457,0.9988186359,0,-0.04859382659,0,0010,0.0001095409461
0.05933432281,0,0.397865057,0.8424429893,0,-0.5387855768,0,0004,0.0002080858831
0.04313835502,0,0.3997644186,0.9876590371,0,0.1566199064,0,0001,0.0002762456133
-0.05900038034,0,0.4567001462,0.9851531982,0,0.1716775745,0,0001,0.0001896108588
0.09690269828,0,0.3902601004,0.1150459349,0,-0.9933601618,0,0000,4.588639422e-05
0.0856295526,0,0.3902333379,0.7406362295,0,0.6719062924,0,0001,0.0002849502489
-0.07416650653,0,0.4551138878,0.8309465051,0,-0.5563524365,0,0004,0.0001706143375
-0.06800483167,0,0.4566863775,0.9431740046,0,-0.3322993219,0,0002,0.0002062545391
0.005657151341,0,0.4413186312,0.9757537246,0,-0.2188716084,0,0009,0.0004999948433
