X,Y,Z,r,absv
-0.953206,-0.481169,-0.483963,0.016,1.71143e-06
-0.964709,-0.473736,-0.484019,0.016,1.71143e-06
-0.953793,-0.467853,-0.48402,0.016,1.71143e-06
-0.901243,-0.483619,-0.484002,0.016,6.62097e-07
-0.911198,-0.474214,-0.484002,0.016,6.62097e-07
-0.899393,-0.47042,-0.484002,0.016,6.62097e-07
-0.843858,-0.484006,-0.484006,0.016,1.94635e-06
-0.852548,-0.47342,-0.484011,0.016,1.94635e-06
-0.840358,-0.471145,-0.484008,0.016,1.94635e-06
-0.790623,-0.484011,-0.483856,0.016,5.13618e-06
-0.798419,-0.472752,-0.484019,0.016,5.13618e-06
-0.786107,-0.471485,-0.48326,0.016,5.13618e-06
-0.735968,-0.483962,-0.48378,0.016,7.09947e-06
-0.743599,-0.472592,-0.484019,0.016,7.09947e-06
-0.731248,-0.471499,-0.483945,0.016,7.09947e-06
-0.680601,-0.483253,-0.483678,0.016,1.0745e-05
-0.688978,-0.472424,-0.484019,0.016,1.0745e-05
-0.676731,-0.4705,-0.483751,0.016,1.0745e-05
-0.628745,-0.483992,-0.48387,0.016,9.57412e-06
-0.636682,-0.472833,-0.484024,0.016,9.57412e-06
-0.624368,-0.471404,-0.483707,0.016,9.57412e-06
-0.573133,-0.483938,-0.484001,0.016,8.54757e-06
-0.58229,-0.473754,-0.484016,0.016,8.54757e-06
-0.570218,-0.470935,-0.483729,0.016,8.54757e-06
-0.519114,-0.48355,-0.483941,0.016,9.99848e-06
-0.52714,-0.472454,-0.484022,0.016,9.99848e-06
-0.514834,-0.470928,-0.484021,0.016,9.99848e-06
-0.466008,-0.484004,-0.483688,0.016,6.88353e-06
-0.473092,-0.472288,-0.484011,0.016,6.88353e-06
-0.460702,-0.471781,-0.484003,0.016,6.88353e-06
-0.411251,-0.483919,-0.484002,0.016,6.89784e-07
-0.418765,-0.47247,-0.484002,0.016,6.89784e-07
-0.406403,-0.471504,-0.484002,0.016,6.89784e-07
-0.356383,-0.483798,-0.484004,0.016,7.80474e-06
-0.364053,-0.472452,-0.484004,0.016,7.80474e-06
-0.351705,-0.471317,-0.484004,0.016,7.80474e-06
-0.30256,-0.483985,-0.483993,0.016,1.57698e-05
-0.310876,-0.473103,-0.483966,0.016,1.57698e-05
-0.298615,-0.471254,-0.484015,0.016,1.57698e-05
-0.249344,-0.48399,-0.483748,0.016,8.93572e-06
-0.256061,-0.472058,-0.484015,0.016,8.93572e-06
-0.243662,-0.471936,-0.484008,0.016,8.93572e-06
-0.196129,-0.483956,-0.484002,0.016,6.88002e-07
-0.203743,-0.472573,-0.484002,0.016,6.88002e-07
-0.19139,-0.471499,-0.484002,0.016,6.88002e-07
-0.140784,-0.483979,-0.484009,0.016,5.0186e-06
-0.148951,-0.472985,-0.48402,0.016,5.0186e-06
-0.136667,-0.471303,-0.483854,0.016,5.0186e-06
-0.086894,-0.483976,-0.483998,0.016,3.71117e-06
-0.0953031,-0.473167,-0.484014,0.016,3.71117e-06
-0.0830617,-0.471214,-0.483705,0.016,3.71117e-06
-0.0347628,-0.4837,-0.483947,0.016,3.02884e-06
-0.0424214,-0.472347,-0.484009,0.016,3.02884e-06
-0.0300723,-0.471225,-0.484019,0.016,3.02884e-06
0.0212077,-0.483581,-0.483977,0.016,2.69457e-06
0.0129324,-0.472669,-0.483976,0.016,2.69457e-06
0.0252004,-0.470865,-0.48402,0.016,2.69457e-06
0.0740981,-0.483909,-0.484004,0.016,2.19147e-06
0.0663859,-0.472592,-0.484003,0.016,2.19147e-06
0.0787215,-0.471417,-0.483542,0.016,2.19147e-06
0.127757,-0.483981,-0.484001,0.016,3.93681e-07
0.120773,-0.4722,-0.484021,0.016,3.93681e-07
0.133167,-0.4718,-0.484011,0.016,3.93681e-07
0.182534,-0.484004,-0.483979,0.016,3.33458e-07
0.174154,-0.473171,-0.484003,0.016,3.33458e-07
0.186404,-0.47125,-0.484005,0.016,3.33458e-07
0.236662,-0.483962,-0.48398,0.016,9.13926e-07
0.228629,-0.472871,-0.484017,0.016,9.13926e-07
0.240933,-0.471337,-0.484006,0.016,9.13926e-07
0.290336,-0.484002,-0.483996,0.016,1.18229e-06
0.282069,-0.473083,-0.484013,0.016,1.18229e-06
0.294338,-0.471289,-0.484017,0.016,1.18229e-06
0.343833,-0.483717,-0.484004,0.016,6.5653e-07
0.335669,-0.472721,-0.484004,0.016,6.5653e-07
0.347949,-0.471046,-0.483629,0.016,6.5653e-07
0.398154,-0.483779,-0.483971,0.016,1.37772e-06
0.389951,-0.472812,-0.483966,0.016,1.37772e-06
0.40223,-0.471089,-0.484015,0.016,1.37772e-06
0.452026,-0.483945,-0.483983,0.016,1.64375e-06
0.445136,-0.472109,-0.48402,0.016,1.64375e-06
0.457532,-0.471808,-0.484005,0.016,1.64375e-06
0.506753,-0.484002,-0.483927,0.016,1.36246e-06
0.499612,-0.472316,-0.484003,0.016,1.36246e-06
0.511999,-0.47175,-0.484003,0.016,1.36246e-06
0.560071,-0.483966,-0.483587,0.016,1.30393e-06
0.553138,-0.472162,-0.484011,0.016,1.30393e-06
0.565534,-0.471816,-0.484016,0.016,1.30393e-06
0.614785,-0.483822,-0.484004,0.016,3.11079e-06
0.606517,-0.472905,-0.484004,0.016,3.11079e-06
0.618785,-0.47111,-0.48384,0.016,3.11079e-06
0.667342,-0.483989,-0.483975,0.016,2.96199e-06
0.659041,-0.473096,-0.484018,0.016,2.96199e-06
0.671305,-0.471264,-0.484008,0.016,2.96199e-06
0.723468,-0.483455,-0.484008,0.016,3.33455e-06
0.714218,-0.473355,-0.484012,0.016,3.33455e-06
0.726265,-0.470426,-0.483747,0.016,3.33455e-06
0.776264,-0.483736,-0.484006,0.016,2.29921e-06
0.768096,-0.472743,-0.484013,0.016,2.29921e-06
0.780381,-0.47106,-0.483928,0.016,2.29921e-06
0.82989,-0.484009,-0.484004,0.016,3.35583e-06
0.821901,-0.472885,-0.484012,0.016,3.35583e-06
0.834212,-0.471401,-0.483982,0.016,3.35583e-06
0.887829,-0.483994,-0.483461,0.016,3.96138e-06
0.879426,-0.473194,-0.484022,0.016,3.96138e-06
0.891671,-0.471243,-0.484006,0.016,3.96138e-06
0.958219,-0.484017,-0.484021,0.016,1.40915e-06
0.949843,-0.473211,-0.483219,0.016,1.40915e-06
0.962062,-0.471255,-0.484021,0.016,1.40915e-06
-0.939183,-0.434817,-0.48098,0.016,4.46813e-06
-0.940414,-0.421524,-0.484036,0.016,4.46813e-06
-0.929056,-0.426358,-0.482864,0.016,4.46813e-06
-0.868938,-0.43905,-0.484004,0.016,4.91987e-06
-0.878055,-0.428831,-0.48401,0.016,4.91987e-06
-0.865969,-0.426057,-0.484018,0.016,4.91987e-06
-0.813656,-0.438122,-0.484013,0.016,6.41919e-06
-0.821913,-0.427196,-0.483998,0.016,6.41919e-06
-0.809642,-0.425413,-0.484013,0.016,6.41919e-06
-0.760486,-0.438094,-0.484012,0.016,9.48997e-06
-0.768975,-0.427347,-0.484008,0.016,9.48997e-06
-0.756745,-0.425302,-0.48402,0.016,9.48997e-06
-0.706928,-0.437946,-0.484015,0.016,1.02641e-05
-0.713855,-0.426132,-0.484007,0.016,1.02641e-05
-0.70146,-0.425791,-0.484012,0.016,1.02641e-05
-0.654226,-0.43891,-0.484011,0.016,7.66689e-06
-0.66226,-0.427819,-0.484014,0.016,7.66689e-06
-0.649958,-0.426287,-0.483716,0.016,7.66689e-06
-0.599525,-0.437685,-0.48401,0.016,3.51895e-06
-0.608682,-0.427501,-0.483982,0.016,3.51895e-06
-0.596607,-0.42468,-0.48401,0.016,3.51895e-06
-0.544225,-0.439017,-0.48401,0.016,3.37162e-06
-0.552888,-0.42841,-0.484016,0.016,3.37162e-06
-0.540693,-0.426166,-0.484008,0.016,3.37162e-06
-0.490735,-0.438478,-0.484013,0.016,4.50716e-06
-0.498242,-0.427029,-0.483666,0.016,4.50716e-06
-0.485885,-0.426064,-0.484005,0.016,4.50716e-06
-0.436819,-0.438394,-0.484021,0.016,5.744e-06
-0.444576,-0.427107,-0.484018,0.016,5.744e-06
-0.432242,-0.425882,-0.483645,0.016,5.744e-06
-0.382981,-0.439159,-0.484023,0.016,1.31202e-05
-0.392478,-0.429292,-0.484023,0.016,1.31202e-05
-0.380506,-0.426063,-0.483907,0.016,1.31202e-05
-0.329765,-0.438489,-0.484014,0.016,1.48718e-05
-0.336934,-0.42682,-0.484013,0.016,1.48718e-05
-0.324548,-0.426224,-0.48402,0.016,1.48718e-05
-0.274015,-0.437463,-0.484004,0.016,1.17124e-05
-0.280901,-0.425625,-0.483971,0.016,1.17124e-05
-0.268505,-0.425327,-0.484012,0.016,1.17124e-05
-0.220832,-0.438758,-0.484011,0.016,1.20584e-05
-0.227425,-0.426754,-0.484022,0.016,1.20584e-05
-0.215026,-0.426761,-0.483898,0.016,1.20584e-05
-0.165679,-0.43852,-0.484012,0.016,1.05007e-05
-0.17387,-0.427545,-0.484019,0.016,1.05007e-05
-0.161589,-0.425835,-0.484008,0.016,1.05007e-05
-0.111629,-0.438415,-0.48401,0.016,8.54163e-06
-0.120588,-0.428056,-0.484021,0.016,8.54163e-06
-0.108461,-0.425469,-0.484019,0.016,8.54163e-06
-0.0586114,-0.438388,-0.484006,0.016,4.81822e-06
-0.0668207,-0.427425,-0.484013,0.016,4.81822e-06
