X,Y,Z,r,absv
-0.953212,-0.481171,-0.483964,0.016,2.86441e-06
-0.964715,-0.473738,-0.48402,0.016,2.86441e-06
-0.953799,-0.467855,-0.484022,0.016,2.86441e-06
-0.901253,-0.483629,-0.484002,0.016,7.26146e-07
-0.911208,-0.474223,-0.484002,0.016,7.26146e-07
-0.899402,-0.47043,-0.484002,0.016,7.26146e-07
-0.843865,-0.484009,-0.484005,0.016,3.32473e-06
-0.852555,-0.473424,-0.484011,0.016,3.32473e-06
-0.840366,-0.471149,-0.484009,0.016,3.32473e-06
-0.790631,-0.484015,-0.483858,0.016,4.1647e-06
-0.798427,-0.472757,-0.484021,0.016,4.1647e-06
-0.786115,-0.471489,-0.483262,0.016,4.1647e-06
-0.735975,-0.483968,-0.48378,0.016,3.5159e-06
-0.743606,-0.472598,-0.484019,0.016,3.5159e-06
-0.731255,-0.471505,-0.483946,0.016,3.5159e-06
-0.68061,-0.483259,-0.483676,0.016,2.67366e-06
-0.688987,-0.47243,-0.484018,0.016,2.67366e-06
-0.67674,-0.470506,-0.483749,0.016,2.67366e-06
-0.628754,-0.483999,-0.483868,0.016,1.75684e-06
-0.636692,-0.472839,-0.484024,0.016,1.75684e-06
-0.624378,-0.47141,-0.483706,0.016,1.75684e-06
-0.573143,-0.483944,-0.483999,0.016,1.53309e-06
-0.5823,-0.47376,-0.484015,0.016,1.53309e-06
-0.570228,-0.470941,-0.483728,0.016,1.53309e-06
-0.519124,-0.483556,-0.483939,0.016,2.93111e-06
-0.52715,-0.472459,-0.484022,0.016,2.93111e-06
-0.514844,-0.470934,-0.484021,0.016,2.93111e-06
-0.466016,-0.484008,-0.483689,0.016,2.68826e-06
-0.473101,-0.472292,-0.484011,0.016,2.68826e-06
-0.460711,-0.471785,-0.484003,0.016,2.68826e-06
-0.41126,-0.483928,-0.484002,0.016,6.28115e-07
-0.418775,-0.472478,-0.484002,0.016,6.28115e-07
-0.406412,-0.471513,-0.484002,0.016,6.28115e-07
-0.356392,-0.483805,-0.484003,0.016,6.66775e-07
-0.364063,-0.47246,-0.484003,0.016,6.66775e-07
-0.351715,-0.471325,-0.484003,0.016,6.66775e-07
-0.30257,-0.483991,-0.48399,0.016,9.2594e-07
-0.310885,-0.473108,-0.483965,0.016,9.2594e-07
-0.298623,-0.47126,-0.484014,0.016,9.2594e-07
-0.249355,-0.483997,-0.483747,0.016,1.77812e-06
-0.25607,-0.472064,-0.484015,0.016,1.77812e-06
-0.243671,-0.471944,-0.484007,0.016,1.77812e-06
-0.196138,-0.483965,-0.484002,0.016,5.47076e-07
-0.203753,-0.472582,-0.484002,0.016,5.47076e-07
-0.191399,-0.471508,-0.484002,0.016,5.47076e-07
-0.140789,-0.483988,-0.48401,0.016,1.16043e-05
-0.148958,-0.472995,-0.484019,0.016,1.16043e-05
-0.136673,-0.471312,-0.483855,0.016,1.16043e-05
-0.0868995,-0.483985,-0.483999,0.016,1.97071e-05
-0.0953099,-0.473176,-0.484013,0.016,1.97071e-05
-0.0830687,-0.471222,-0.483707,0.016,1.97071e-05
-0.0347709,-0.483708,-0.483946,0.016,2.63919e-05
-0.0424287,-0.472354,-0.484007,0.016,2.63919e-05
-0.0300795,-0.471233,-0.484019,0.016,2.63919e-05
0.0212012,-0.483588,-0.483975,0.016,4.93245e-05
0.0129264,-0.472676,-0.483974,0.016,4.93245e-05
0.0251945,-0.470873,-0.48402,0.016,4.93245e-05
0.0740901,-0.483918,-0.484005,0.016,0.000142792
0.0663779,-0.4726,-0.484004,0.016,0.000142792
0.0787135,-0.471426,-0.483542,0.016,0.000142792
0.127749,-0.483988,-0.484,0.016,8.3356e-05
0.120766,-0.472207,-0.484021,0.016,8.3356e-05
0.133159,-0.471807,-0.484012,0.016,8.3356e-05
0.182528,-0.484004,-0.483983,0.016,4.10433e-05
0.174148,-0.473172,-0.484003,0.016,4.10433e-05
0.186398,-0.471251,-0.484004,0.016,4.10433e-05
0.236655,-0.483968,-0.483978,0.016,5.13041e-05
0.228621,-0.472877,-0.484017,0.016,5.13041e-05
0.240926,-0.471343,-0.484006,0.016,5.13041e-05
0.290327,-0.484008,-0.483996,0.016,4.69385e-05
0.28206,-0.473089,-0.484014,0.016,4.69385e-05
0.29433,-0.471295,-0.484018,0.016,4.69385e-05
0.343825,-0.483724,-0.484004,0.016,6.24268e-05
0.335661,-0.472728,-0.484003,0.016,6.24268e-05
0.347942,-0.471053,-0.483629,0.016,6.24268e-05
0.398148,-0.483785,-0.483968,0.016,7.08616e-05
0.389944,-0.47282,-0.483964,0.016,7.08616e-05
