X,Y,Z,r,absv
-0.953205,-0.481168,-0.483963,0.016,7.76118e-07
-0.964708,-0.473736,-0.484019,0.016,7.76118e-07
-0.953792,-0.467853,-0.48402,0.016,7.76118e-07
-0.901243,-0.483619,-0.484002,0.016,3.10479e-06
-0.911198,-0.474213,-0.484002,0.016,3.10479e-06
-0.899392,-0.470419,-0.484002,0.016,3.10479e-06
-0.843857,-0.484005,-0.484006,0.016,2.18755e-06
-0.852547,-0.47342,-0.484011,0.016,2.18755e-06
-0.840358,-0.471145,-0.484008,0.016,2.18755e-06
-0.790623,-0.484011,-0.483856,0.016,4.95756e-06
-0.798419,-0.472752,-0.484019,0.016,4.95756e-06
-0.786107,-0.471485,-0.48326,0.016,4.95756e-06
-0.735968,-0.483961,-0.48378,0.016,1.00674e-05
-0.743599,-0.472592,-0.484019,0.016,1.00674e-05
-0.731248,-0.471498,-0.483945,0.016,1.00674e-05
-0.680601,-0.483253,-0.483678,0.016,1.66741e-05
-0.688977,-0.472423,-0.484019,0.016,1.66741e-05
-0.67673,-0.470499,-0.48375,0.016,1.66741e-05
-0.628744,-0.483992,-0.48387,0.016,1.96925e-05
-0.636681,-0.472832,-0.484024,0.016,1.96925e-05
-0.624368,-0.471404,-0.483707,0.016,1.96925e-05
-0.573133,-0.483938,-0.484001,0.016,2.01587e-05
-0.58229,-0.473754,-0.484016,0.016,2.01587e-05
-0.570218,-0.470935,-0.483729,0.016,2.01587e-05
-0.519114,-0.48355,-0.483942,0.016,2.69186e-05
-0.52714,-0.472453,-0.484022,0.016,2.69186e-05
-0.514834,-0.470928,-0.484021,0.016,2.69186e-05
-0.466007,-0.484003,-0.483688,0.016,3.03572e-05
-0.473092,-0.472287,-0.484011,0.016,3.03572e-05
-0.460702,-0.471781,-0.484002,0.016,3.03572e-05
-0.41125,-0.483919,-0.484002,0.016,2.22046e-06
-0.418765,-0.472469,-0.484002,0.016,2.22046e-06
-0.406402,-0.471504,-0.484002,0.016,2.22046e-06
-0.356383,-0.483797,-0.484004,0.016,2.12248e-05
-0.364053,-0.472452,-0.484004,0.016,2.12248e-05
-0.351705,-0.471317,-0.484004,0.016,2.12248e-05
-0.30256,-0.483985,-0.483994,0.016,3.83742e-05
-0.310875,-0.473103,-0.483967,0.016,3.83742e-05
-0.298614,-0.471254,-0.484015,0.016,3.83742e-05
-0.249344,-0.48399,-0.483749,0.016,2.58992e-05
-0.256061,-0.472058,-0.484015,0.016,2.58992e-05
-0.243661,-0.471936,-0.484008,0.016,2.58992e-05
-0.196128,-0.483956,-0.484002,0.016,7.44065e-07
-0.203743,-0.472572,-0.484002,0.016,7.44065e-07
-0.191389,-0.471498,-0.484002,0.016,7.44065e-07
-0.140784,-0.483979,-0.48401,0.016,2.90002e-05
-0.148951,-0.472985,-0.48402,0.016,2.90002e-05
-0.136667,-0.471303,-0.483854,0.016,2.90002e-05
-0.0868933,-0.483976,-0.483998,0.016,2.32016e-05
-0.0953026,-0.473167,-0.484014,0.016,2.32016e-05
-0.0830612,-0.471214,-0.483705,0.016,2.32016e-05
-0.0347623,-0.4837,-0.483947,0.016,1.64638e-05
-0.042421,-0.472347,-0.484009,0.016,1.64638e-05
-0.0300718,-0.471225,-0.484019,0.016,1.64638e-05
0.0212083,-0.483581,-0.483977,0.016,1.68825e-05
