X,Y,Z,r,absv
-0.953211,-0.48117,-0.483964,0.016,1.10872e-06
-0.964714,-0.473738,-0.48402,0.016,1.10872e-06
-0.953799,-0.467855,-0.484022,0.016,1.10872e-06
-0.901252,-0.483628,-0.484002,0.016,5.12966e-07
-0.911207,-0.474223,-0.484002,0.016,5.12966e-07
-0.899402,-0.470429,-0.484002,0.016,5.12966e-07
-0.843865,-0.484009,-0.484006,0.016,3.36867e-06
-0.852555,-0.473424,-0.484011,0.016,3.36867e-06
-0.840365,-0.471149,-0.484009,0.016,3.36867e-06
-0.790631,-0.484015,-0.483858,0.016,3.18974e-06
-0.798427,-0.472756,-0.484021,0.016,3.18974e-06
-0.786115,-0.471489,-0.483262,0.016,3.18974e-06
-0.735975,-0.483968,-0.48378,0.016,4.00117e-06
-0.743606,-0.472598,-0.484019,0.016,4.00117e-06
-0.731254,-0.471505,-0.483946,0.016,4.00117e-06
-0.68061,-0.483259,-0.483676,0.016,4.61131e-06
-0.688986,-0.47243,-0.484018,0.016,4.61131e-06
-0.676739,-0.470506,-0.483749,0.016,4.61131e-06
-0.628754,-0.483998,-0.483868,0.016,5.33596e-06
-0.636691,-0.472839,-0.484024,0.016,5.33596e-06
-0.624378,-0.47141,-0.483706,0.016,5.33596e-06
-0.573143,-0.483943,-0.483999,0.016,6.60625e-06
-0.5823,-0.47376,-0.484015,0.016,6.60625e-06
-0.570228,-0.470941,-0.483728,0.016,6.60625e-06
-0.519123,-0.483556,-0.483939,0.016,7.08745e-06
-0.527149,-0.472459,-0.484022,0.016,7.08745e-06
-0.514843,-0.470934,-0.484021,0.016,7.08745e-06
-0.466016,-0.484008,-0.483689,0.016,5.0915e-06
-0.4731,-0.472292,-0.484011,0.016,5.0915e-06
-0.460711,-0.471785,-0.484003,0.016,5.0915e-06
-0.41126,-0.483927,-0.484002,0.016,6.90165e-07
-0.418774,-0.472478,-0.484002,0.016,6.90165e-07
-0.406412,-0.471512,-0.484002,0.016,6.90165e-07
-0.356392,-0.483805,-0.484003,0.016,3.47162e-06
-0.364062,-0.472459,-0.484003,0.016,3.47162e-06
-0.351714,-0.471324,-0.484003,0.016,3.47162e-06
-0.30257,-0.48399,-0.48399,0.016,4.75354e-06
-0.310884,-0.473108,-0.483966,0.016,4.75354e-06
-0.298623,-0.47126,-0.484014,0.016,4.75354e-06
-0.249355,-0.483996,-0.483747,0.016,3.05991e-06
-0.25607,-0.472063,-0.484015,0.016,3.05991e-06
-0.24367,-0.471944,-0.484007,0.016,3.05991e-06
-0.196137,-0.483964,-0.484002,0.016,7.1534e-07
-0.203752,-0.472581,-0.484002,0.016,7.1534e-07
-0.191399,-0.471507,-0.484002,0.016,7.1534e-07
-0.140788,-0.483987,-0.48401,0.016,2.97702e-06
-0.148957,-0.472995,-0.484019,0.016,2.97702e-06
-0.136673,-0.471311,-0.483855,0.016,2.97702e-06
-0.0868989,-0.483984,-0.483999,0.016,5.86074e-06
-0.0953093,-0.473176,-0.484013,0.016,5.86074e-06
-0.0830681,-0.471222,-0.483707,0.016,5.86074e-06
-0.0347704,-0.483708,-0.483946,0.016,6.17798e-06
-0.0424283,-0.472354,-0.484007,0.016,6.17798e-06
