X,Y,Z,r,absv
-0.953211,-0.48117,-0.483964,0.016,1.51807e-06
-0.964713,-0.473738,-0.48402,0.016,1.51807e-06
-0.953798,-0.467855,-0.484022,0.016,1.51807e-06
-0.901251,-0.483627,-0.484002,0.016,6.28647e-07
-0.911206,-0.474221,-0.484002,0.016,6.28647e-07
-0.8994,-0.470428,-0.484002,0.016,6.28647e-07
-0.843864,-0.484009,-0.484006,0.016,1.68055e-06
-0.852553,-0.473423,-0.484011,0.016,1.68055e-06
-0.840364,-0.471148,-0.484009,0.016,1.68055e-06
-0.790629,-0.484014,-0.483858,0.016,2.97071e-06
-0.798425,-0.472756,-0.484021,0.016,2.97071e-06
-0.786114,-0.471488,-0.483262,0.016,2.97071e-06
-0.735974,-0.483967,-0.48378,0.016,4.62673e-06
-0.743605,-0.472597,-0.484019,0.016,4.62673e-06
-0.731253,-0.471503,-0.483946,0.016,4.62673e-06
-0.680608,-0.483258,-0.483676,0.016,5.09085e-06
-0.688985,-0.472428,-0.484018,0.016,5.09085e-06
-0.676738,-0.470504,-0.48375,0.016,5.09085e-06
-0.628752,-0.483997,-0.483868,0.016,7.04596e-06
-0.636689,-0.472837,-0.484024,0.016,7.04596e-06
-0.624376,-0.471409,-0.483706,0.016,7.04596e-06
-0.573141,-0.483942,-0.483999,0.016,5.44013e-06
-0.582298,-0.473759,-0.484016,0.016,5.44013e-06
-0.570226,-0.47094,-0.483728,0.016,5.44013e-06
-0.519122,-0.483555,-0.483939,0.016,4.35943e-06
-0.527147,-0.472458,-0.484022,0.016,4.35943e-06
-0.514842,-0.470933,-0.484021,0.016,4.35943e-06
-0.466014,-0.484007,-0.483689,0.016,1.76715e-06
-0.473099,-0.472291,-0.484011,0.016,1.76715e-06
-0.460709,-0.471784,-0.484003,0.016,1.76715e-06
-0.411258,-0.483926,-0.484002,0.016,6.6776e-07
-0.418773,-0.472476,-0.484002,0.016,6.6776e-07
-0.40641,-0.471511,-0.484002,0.016,6.6776e-07
