X,Y,Z,r,absv
-0.953207,-0.481169,-0.483963,0.016,1.0965e-06
-0.96471,-0.473737,-0.484019,0.016,1.0965e-06
-0.953794,-0.467854,-0.48402,0.016,1.0965e-06
-0.901245,-0.483621,-0.484002,0.016,7.05158e-07
-0.9112,-0.474216,-0.484002,0.016,7.05158e-07
-0.899395,-0.470422,-0.484002,0.016,7.05158e-07
-0.843859,-0.484007,-0.484006,0.016,2.6678e-06
-0.852549,-0.473421,-0.484011,0.016,2.6678e-06
-0.84036,-0.471146,-0.484009,0.016,2.6678e-06
-0.790625,-0.484012,-0.483856,0.016,3.47798e-06
-0.798421,-0.472753,-0.48402,0.016,3.47798e-06
-0.786109,-0.471486,-0.483261,0.016,3.47798e-06
-0.73597,-0.483963,-0.48378,0.016,5.83706e-06
-0.743601,-0.472593,-0.484019,0.016,5.83706e-06
-0.731249,-0.4715,-0.483945,0.016,5.83706e-06
-0.680603,-0.483254,-0.483677,0.016,9.55968e-06
-0.688979,-0.472425,-0.484019,0.016,9.55968e-06
-0.676732,-0.470501,-0.48375,0.016,9.55968e-06
-0.628746,-0.483993,-0.48387,0.016,1.35884e-05
-0.636684,-0.472834,-0.484024,0.016,1.35884e-05
-0.62437,-0.471405,-0.483707,0.016,1.35884e-05
-0.573135,-0.483939,-0.484,0.016,1.94057e-05
-0.582292,-0.473755,-0.484016,0.016,1.94057e-05
-0.57022,-0.470936,-0.483729,0.016,1.94057e-05
-0.519116,-0.483551,-0.483941,0.016,2.14354e-05
-0.527142,-0.472454,-0.484022,0.016,2.14354e-05
-0.514836,-0.470929,-0.484021,0.016,2.14354e-05
-0.46601,-0.484005,-0.483689,0.016,2.04392e-05
-0.473094,-0.472289,-0.484011,0.016,2.04392e-05
-0.460704,-0.471782,-0.484003,0.016,2.04392e-05
-0.411253,-0.483921,-0.484002,0.016,4.98474e-07
-0.418767,-0.472471,-0.484002,0.016,4.98474e-07
-0.406405,-0.471506,-0.484002,0.016,4.98474e-07
-0.356385,-0.483799,-0.484004,0.016,1.24017e-05
-0.364056,-0.472454,-0.484004,0.016,1.24017e-05
-0.351708,-0.471319,-0.484003,0.016,1.24017e-05
-0.302566,-0.483989,-0.483997,0.016,1.38607e-05
-0.31088,-0.473106,-0.483968,0.016,1.38607e-05
-0.298618,-0.471259,-0.484015,0.016,1.38607e-05
-0.249347,-0.483996,-0.483751,0.016,1.43375e-05
-0.256064,-0.472063,-0.484015,0.016,1.43375e-05
-0.243664,-0.471943,-0.484007,0.016,1.43375e-05
-0.19613,-0.483958,-0.484002,0.016,6.2502e-07
-0.203745,-0.472574,-0.484002,0.016,6.2502e-07
-0.191392,-0.4715,-0.484002,0.016,6.2502e-07
-0.140783,-0.483983,-0.484011,0.016,2.4594e-05
-0.148951,-0.47299,-0.484019,0.016,2.4594e-05
-0.136667,-0.471307,-0.483855,0.016,2.4594e-05
-0.086893,-0.483978,-0.483999,0.016,3.52603e-05
-0.0953032,-0.473169,-0.484014,0.016,3.52603e-05
-0.0830619,-0.471216,-0.483706,0.016,3.52603e-05
-0.0347641,-0.483703,-0.483948,0.016,3.63402e-05
-0.0424224,-0.472349,-0.484009,0.016,3.63402e-05
-0.0300732,-0.471228,-0.484019,0.016,3.63402e-05
0.021208,-0.483584,-0.483977,0.016,4.08987e-05
0.0129319,-0.472672,-0.483976,0.016,4.08987e-05
0.0251998,-0.470867,-0.48402,0.016,4.08987e-05
0.0740968,-0.483911,-0.484004,0.016,1.65926e-05
0.0663846,-0.472593,-0.484003,0.016,1.65926e-05
0.0787202,-0.471419,-0.483542,0.016,1.65926e-05
0.127755,-0.483982,-0.484001,0.016,2.37745e-05
0.120772,-0.472201,-0.484021,0.016,2.37745e-05
0.133165,-0.471801,-0.484011,0.016,2.37745e-05
0.182533,-0.484004,-0.483979,0.016,1.12451e-05
0.174153,-0.473172,-0.484004,0.016,1.12451e-05
0.186403,-0.471251,-0.484005,0.016,1.12451e-05
0.236661,-0.483963,-0.48398,0.016,1.55317e-05
0.228627,-0.472872,-0.484017,0.016,1.55317e-05
0.240932,-0.471338,-0.484006,0.016,1.55317e-05
0.290334,-0.484003,-0.483996,0.016,1.28225e-05
0.282067,-0.473084,-0.484013,0.016,1.28225e-05
0.294337,-0.47129,-0.484017,0.016,1.28225e-05
0.343831,-0.483718,-0.484004,0.016,3.83493e-06
0.335667,-0.472722,-0.484004,0.016,3.83493e-06
0.347948,-0.471047,-0.483629,0.016,3.83493e-06
0.398153,-0.48378,-0.483971,0.016,7.74661e-06
0.389949,-0.472813,-0.483966,0.016,7.74661e-06
0.402229,-0.47109,-0.484015,0.016,7.74661e-06
0.452024,-0.483946,-0.483983,0.016,4.86529e-06
0.445134,-0.47211,-0.48402,0.016,4.86529e-06
0.457531,-0.471809,-0.484005,0.016,4.86529e-06
0.506752,-0.484003,-0.483927,0.016,1.27815e-06
0.49961,-0.472317,-0.484003,0.016,1.27815e-06
0.511998,-0.471751,-0.484003,0.016,1.27815e-06
0.56007,-0.483967,-0.483587,0.016,3.59514e-06
0.553137,-0.472164,-0.484011,0.016,3.59514e-06
0.565532,-0.471817,-0.484016,0.016,3.59514e-06
0.614784,-0.483823,-0.484004,0.016,3.95143e-06
0.606516,-0.472906,-0.484004,0.016,3.95143e-06
0.618784,-0.471111,-0.48384,0.016,3.95143e-06
0.667341,-0.48399,-0.483975,0.016,4.61145e-06
0.65904,-0.473097,-0.484018,0.016,4.61145e-06
0.671304,-0.471265,-0.484008,0.016,4.61145e-06
0.723466,-0.483456,-0.484008,0.016,4.90646e-06
0.714217,-0.473356,-0.484012,0.016,4.90646e-06
0.726263,-0.470427,-0.483747,0.016,4.90646e-06
0.776262,-0.483737,-0.484006,0.016,4.86186e-06
0.768094,-0.472744,-0.484013,0.016,4.86186e-06
0.780379,-0.471061,-0.483928,0.016,4.86186e-06
0.829889,-0.48401,-0.484005,0.016,4.55058e-06
0.8219,-0.472886,-0.484012,0.016,4.55058e-06
0.834211,-0.471402,-0.483983,0.016,4.55058e-06
0.887827,-0.483995,-0.483461,0.016,4.91703e-06
0.879424,-0.473195,-0.484022,0.016,4.91703e-06
0.89167,-0.471244,-0.484006,0.016,4.91703e-06
0.958218,-0.484018,-0.484021,0.016,1.86806e-06
0.949842,-0.473212,-0.48322,0.016,1.86806e-06
0.962061,-0.471256,-0.484021,0.016,1.86806e-06
-0.939184,-0.434817,-0.480981,0.016,6.98262e-06
-0.940416,-0.421524,-0.484036,0.016,6.98262e-06
-0.929058,-0.426359,-0.482864,0.016,6.98262e-06
